GEO_ID,Below_9th_grade,9_12th_grade,High_School_Grad,Some_College,Associate's_degree,Bachelor's_degree,Graduate_degree,Population (16+),Employed,Median Household Income,Per capita Income,Unemployment Rate,Professional (Occupation),Service (Occupation),Sales (Occupation),Construction (Occupation),Production (Occupation),Salary (Class),Gov't (Class),Self-employed (Class),Fam-unpaid (Class),Poverty,Child-poverty,Median Home value,Median Mortgage,Median Rent,Total Population,White,Black,American Indian,Asian,Pacific Islander,Hispanic/Latino,County,State
0500000US01021,30609.0,5.9,11.9,41.6,19.1,7.5,8.2,35294,18865,62471.0,28497,5.3,22.8,14.9,19.6,20.9,21.8,82.1,11.6,6.1,0.2,14.5,16.4,136000.0,1211.0,814.0,45140,81.3,9.4,1.4,0.5,0.3,5.1,Chilton County,Alabama
0500000US01023,9052.0,6.4,11.2,38.2,21.5,9.7,9.6,10532,4532,43299.0,26343,5.2,21.5,16.1,26.1,15.8,20.4,82.1,14.2,3.7,0.0,19.1,30.8,101600.0,1077.0,616.0,12669,56.7,40.0,0.2,0.1,0.0,0.7,Choctaw County,Alabama
0500000US01025,16015.0,4.9,13.7,41.0,19.6,7.0,8.4,18614,7841,47549.0,29310,12.5,27.3,15.2,24.3,11.4,21.8,78.9,14.3,6.7,0.1,22.4,30.7,126200.0,1306.0,723.0,23058,51.4,45.5,0.1,0.4,0.0,1.1,Clarke County,Alabama
0500000US01027,10053.0,5.0,11.6,37.4,21.3,11.8,9.2,11636,5165,48074.0,27991,5.7,33.5,10.8,15.4,11.6,28.8,77.7,13.9,7.8,0.6,17.6,23.5,144100.0,1122.0,576.0,14209,81.5,12.6,0.0,0.3,0.0,2.7,Clay County,Alabama
0500000US01029,10630.0,5.2,12.3,39.0,19.5,7.6,11.0,12103,5692,51553.0,28598,2.6,28.7,15.0,17.7,16.6,22.1,80.9,14.1,4.8,0.2,12.9,19.2,131900.0,1340.0,782.0,15144,92.6,2.7,0.2,0.1,0.0,2.5,Cleburne County,Alabama
0500000US01031,36556.0,4.5,8.9,28.9,23.0,13.1,13.1,42478,21804,62199.0,31227,4.8,31.2,18.8,18.7,14.0,17.3,67.5,24.5,8.0,0.1,16.3,24.9,162200.0,1324.0,921.0,53559,72.5,16.8,0.7,1.1,0.0,3.8,Coffee County,Alabama
0500000US01033,40835.0,3.6,10.1,36.6,23.3,8.4,11.2,46692,25589,56149.0,30724,3.4,33.7,17.1,18.7,9.8,20.6,78.4,15.2,6.3,0.2,15.9,26.5,148500.0,1179.0,810.0,57270,78.0,16.0,0.3,0.4,0.1,2.9,Colbert County,Alabama
0500000US01035,8382.0,2.9,7.7,48.3,19.8,8.1,7.7,9568,3757,39888.0,24426,4.4,24.2,13.3,22.8,7.2,32.5,79.8,14.9,5.3,0.0,18.4,34.2,98800.0,1060.0,718.0,11576,49.7,48.5,0.3,0.3,0.0,0.3,Conecuh County,Alabama
0500000US01037,8049.0,3.7,12.8,41.4,22.1,9.3,7.2,8825,3868,52279.0,28998,4.4,24.0,15.5,22.6,14.1,23.8,80.2,13.8,6.0,0.0,11.1,24.5,109500.0,1052.0,632.0,10329,66.4,30.2,0.1,0.0,0.0,2.0,Coosa County,Alabama
0500000US01039,26447.0,4.4,9.8,36.3,21.4,11.8,9.8,30145,15090,48772.0,28528,5.5,31.2,15.7,19.2,12.4,21.5,75.1,19.2,5.4,0.3,18.8,26.9,124300.0,1127.0,701.0,37542,83.7,12.3,0.3,0.6,0.0,1.0,Covington County,Alabama
0500000US01041,9148.0,6.8,11.1,42.5,14.4,8.0,11.9,10556,5132,48557.0,32396,6.1,24.6,15.0,20.7,12.0,27.6,76.7,13.9,9.5,0.0,14.9,18.6,100400.0,1122.0,595.0,13205,71.1,23.2,0.1,1.2,0.0,1.2,Crenshaw County,Alabama
0500000US01043,61520.0,4.6,10.8,31.4,23.6,11.4,12.1,70954,39440,58119.0,29788,4.3,28.6,16.7,22.6,13.6,18.5,79.7,12.3,7.9,0.1,13.0,16.3,166000.0,1199.0,848.0,88284,91.8,1.1,0.4,0.3,0.0,4.2,Cullman County,Alabama
0500000US01045,33687.0,4.5,9.8,31.3,25.1,10.1,12.9,39197,18115,52813.0,28312,7.8,28.1,18.6,20.7,14.0,18.6,74.0,19.7,6.3,0.0,17.5,29.1,123800.0,1071.0,829.0,49455,70.4,21.1,1.0,1.2,0.0,3.1,Dale County,Alabama
0500000US01047,25984.0,3.4,11.2,39.7,19.4,10.6,10.1,30351,14359,37180.0,22798,9.1,26.6,15.7,22.6,9.1,25.9,80.7,13.1,6.0,0.2,27.1,44.5,91600.0,1136.0,726.0,38326,27.7,69.1,0.5,0.6,0.0,0.0,Dallas County,Alabama
0500000US01049,48385.0,11.1,11.1,31.8,20.6,11.2,8.3,56883,30827,47920.0,24915,3.9,26.8,16.2,16.7,14.5,25.7,80.7,10.6,8.6,0.0,20.2,30.9,129000.0,1119.0,684.0,71680,82.5,1.5,1.5,0.1,0.6,11.1,DeKalb County,Alabama
0500000US01051,61046.0,3.4,8.1,33.8,20.7,9.9,15.8,70825,39250,73258.0,34152,4.2,38.6,14.5,23.8,8.7,14.4,74.1,21.1,4.7,0.1,9.6,13.3,200400.0,1354.0,982.0,87694,73.9,20.8,0.3,0.7,0.0,1.9,Elmore County,Alabama
0500000US01053,25461.0,4.6,13.2,44.4,16.9,8.5,8.5,29357,12964,41153.0,21758,9.2,25.0,20.3,21.4,12.2,21.0,80.2,14.3,5.3,0.2,21.8,27.5,122000.0,1048.0,659.0,36755,61.9,30.3,3.1,0.2,0.0,1.1,Escambia County,Alabama
0500000US01055,72715.0,4.0,9.9,33.4,24.2,10.8,10.8,83569,44508,52177.0,28479,6.0,29.8,16.8,21.1,10.0,22.3,77.9,15.5,6.6,0.0,15.9,23.4,148400.0,1191.0,779.0,103348,77.9,15.2,0.3,0.7,0.0,3.6,Etowah County,Alabama
0500000US01057,11428.0,6.4,9.8,39.8,23.1,7.8,8.3,13382,6296,45650.0,27053,9.6,23.7,14.2,17.8,11.1,33.3,82.1,11.9,5.9,0.0,22.2,34.8,112700.0,1083.0,600.0,16297,84.2,12.7,0.1,0.2,0.2,0.4,Fayette County,Alabama
0500000US01059,21351.0,6.1,13.8,40.1,18.1,7.1,10.3,24985,13469,47359.0,24874,3.8,25.0,14.8,16.7,13.6,29.9,82.0,11.0,7.0,0.0,16.6,27.5,121600.0,1080.0,596.0,32011,77.6,4.2,0.4,0.1,0.0,15.9,Franklin County,Alabama
0500000US01061,18982.0,6.3,10.3,36.7,21.8,11.0,9.7,21423,10890,47608.0,25644,3.9,31.9,16.8,19.6,15.0,16.7,76.1,16.2,7.6,0.2,20.8,29.0,120700.0,1130.0,696.0,26647,83.9,9.3,0.3,0.5,0.0,3.2,Geneva County,Alabama
0500000US01063,5449.0,2.8,15.3,37.1,20.4,7.6,10.6,6121,2355,32796.0,20862,4.5,28.4,14.7,13.8,16.9,26.3,71.6,20.6,7.8,0.0,32.9,46.2,88800.0,941.0,682.0,7706,17.3,81.8,0.1,0.0,0.0,0.2,Greene County,Alabama
0500000US01065,9980.0,5.2,14.3,37.8,17.5,8.9,10.8,11591,5433,35851.0,23690,7.6,37.9,18.2,17.2,7.4,19.3,76.1,18.7,5.2,0.1,25.0,36.8,109400.0,1089.0,668.0,14742,38.4,56.8,0.3,0.1,0.0,1.9,Hale County,Alabama
0500000US01067,12561.0,5.8,12.7,32.8,18.7,9.1,14.0,14191,7321,58395.0,30273,5.3,31.7,16.0,22.2,11.7,18.4,77.1,15.6,7.0,0.2,15.5,22.0,132400.0,1116.0,678.0,17282,70.6,25.3,0.3,0.6,0.0,1.8,Henry County,Alabama
0500000US01069,73993.0,3.6,8.8,32.0,23.5,9.7,14.3,85251,45708,55064.0,32126,5.0,33.5,18.1,23.2,9.3,15.9,79.6,13.7,6.3,0.4,17.8,26.4,164900.0,1233.0,858.0,107040,66.6,27.2,0.3,0.9,0.0,2.5,Houston County,Alabama
0500000US01071,37823.0,5.2,12.8,37.4,19.2,9.3,10.2,43027,20405,46748.0,27695,6.0,31.9,13.6,17.1,13.2,24.2,78.5,15.8,5.6,0.1,18.6,27.2,126900.0,1164.0,702.0,52618,89.7,3.3,0.8,0.4,0.0,2.5,Jackson County,Alabama
0500000US01073,457310.0,2.5,6.5,26.1,21.2,8.2,21.2,537683,311193,63595.0,38224,5.4,42.1,16.0,21.0,7.0,13.8,80.3,15.3,4.2,0.1,15.9,22.6,208900.0,1509.0,1086.0,672265,50.3,42.7,0.2,1.7,0.0,3.2,Jefferson County,Alabama
0500000US01075,9894.0,7.0,11.0,40.9,20.5,10.4,6.1,11102,5381,49565.0,24794,5.0,27.5,13.0,20.0,9.8,29.6,79.0,15.2,5.5,0.3,15.3,16.9,108200.0,1134.0,495.0,13885,85.8,11.0,0.4,0.2,0.0,0.7,Lamar County,Alabama
0500000US01077,64564.0,3.0,8.3,34.9,20.0,8.1,16.1,77733,43474,56081.0,32678,3.6,30.1,17.1,24.7,10.2,17.9,78.6,16.1,5.0,0.2,13.3,17.6,174800.0,1200.0,773.0,94329,84.4,9.9,0.3,0.6,0.1,2.5,Lauderdale County,Alabama
0500000US01079,23478.0,5.7,11.6,41.1,18.5,7.3,10.1,26784,13836,54786.0,29486,3.0,31.0,14.6,17.1,12.3,25.0,79.3,13.1,7.6,0.0,15.8,22.6,134200.0,1170.0,692.0,33116,76.8,10.2,5.0,0.3,0.1,2.2,Lawrence County,Alabama
0500000US01081,107084.0,2.4,5.9,21.7,20.6,9.2,22.1,143029,81409,59288.0,33083,3.8,44.8,16.7,18.2,7.4,12.8,74.1,21.1,4.7,0.1,18.5,16.7,224400.0,1421.0,953.0,175126,68.7,22.5,0.2,4.3,0.0,2.2,Lee County,Alabama
0500000US01083,73067.0,4.3,8.4,27.8,20.9,9.1,18.9,84173,48090,80146.0,37504,4.1,40.3,13.0,19.1,10.4,17.3,78.3,16.3,5.3,0.1,11.2,15.8,229400.0,1400.0,861.0,104199,76.8,13.2,0.8,1.8,0.1,4.4,Limestone County,Alabama
0500000US01085,7035.0,4.8,11.9,41.6,15.3,10.1,10.5,8181,3727,33125.0,23415,7.5,24.5,13.0,20.2,10.3,31.9,79.3,17.0,3.7,0.0,25.5,40.0,83400.0,1189.0,760.0,10153,24.6,74.9,0.0,0.0,0.0,0.2,Lowndes County,Alabama
0500000US01087,11880.0,3.8,13.5,31.7,23.0,7.5,10.7,16423,7072,41206.0,22449,12.5,30.2,25.0,18.6,5.6,20.6,70.0,23.7,6.3,0.0,25.0,32.5,93900.0,1076.0,688.0,19198,16.3,78.9,0.0,0.4,0.0,2.5,Macon County,Alabama
0500000US01089,267305.0,2.2,5.5,19.0,20.5,7.6,26.8,315604,192922,78058.0,44720,4.2,50.4,13.6,18.4,6.2,11.3,76.8,18.0,5.0,0.2,10.7,13.9,242900.0,1462.0,1043.0,389781,65.4,24.5,0.5,2.5,0.1,3.6,Madison County,Alabama
0500000US01091,12997.0,3.1,7.8,35.6,21.9,9.6,12.7,15434,7587,42975.0,27210,2.8,29.5,18.7,20.1,11.4,20.4,75.1,19.9,4.5,0.6,21.5,31.9,98600.0,1131.0,702.0,19180,45.4,50.8,0.3,0.8,0.0,1.5,Marengo County,Alabama
0500000US01093,20785.0,6.1,13.2,35.5,21.7,11.6,7.1,23947,11563,49743.0,25205,6.5,29.4,14.7,17.1,13.5,25.4,75.1,18.0,6.6,0.3,16.4,20.6,104300.0,1094.0,581.0,29203,91.3,3.8,0.3,0.3,0.0,2.7,Marion County,Alabama
0500000US01095,64995.0,6.5,9.1,31.9,20.2,10.9,14.5,75849,41389,58272.0,29509,3.8,33.2,16.1,18.9,10.9,20.9,80.0,13.2,6.5,0.3,16.6,25.2,165600.0,1236.0,746.0,97923,85.8,2.8,0.9,0.6,0.1,7.7,Marshall County,Alabama
0500000US01097,279868.0,2.8,9.1,34.1,21.0,8.8,15.7,328379,176289,55352.0,30482,5.9,34.5,17.4,20.8,10.7,16.6,79.9,14.5,5.5,0.1,17.6,25.4,164600.0,1319.0,973.0,413878,56.7,36.3,0.4,2.0,0.0,2.3,Mobile County,Alabama
0500000US01099,13707.0,3.5,12.8,44.0,17.5,8.7,7.8,16255,6220,39965.0,23090,12.2,23.9,18.0,20.7,12.7,24.6,78.0,16.8,5.1,0.1,22.9,29.2,109300.0,1097.0,692.0,19816,53.7,42.3,1.3,0.2,0.1,0.2,Monroe County,Alabama
0500000US01101,151442.0,3.6,8.4,25.6,21.1,7.6,19.5,180677,98419,56707.0,32769,6.8,37.1,16.8,22.6,5.8,17.7,73.3,21.7,5.0,0.0,19.6,29.3,151300.0,1274.0,1028.0,228132,32.8,59.1,0.1,3.3,0.0,2.6,Montgomery County,Alabama
0500000US01103,84874.0,6.0,8.8,30.8,21.6,9.0,15.9,98341,55092,61588.0,33223,4.2,33.1,14.5,20.0,11.5,20.9,81.7,12.2,5.9,0.1,13.7,17.5,174800.0,1252.0,791.0,123102,76.4,13.5,0.4,0.5,0.0,6.4,Morgan County,Alabama
0500000US01105,5314.0,6.6,13.8,42.9,16.1,5.3,10.1,6880,2301,32332.0,16581,15.7,26.7,17.1,21.4,8.0,26.9,72.0,18.3,9.7,0.0,32.8,58.4,81700.0,1135.0,560.0,8479,28.4,70.8,0.0,0.1,0.0,0.2,Perry County,Alabama
0500000US01107,13592.0,6.4,8.6,41.1,20.1,9.2,9.0,15746,6945,45339.0,26912,5.3,31.7,15.9,15.0,12.4,25.0,74.9,19.5,5.6,0.1,22.3,36.1,119800.0,1101.0,578.0,18925,57.5,39.7,0.2,0.1,0.0,1.1,Pickens County,Alabama
0500000US01109,19205.0,3.1,9.0,36.2,18.5,5.4,15.7,27502,13783,42616.0,26685,4.9,34.3,18.2,21.6,7.8,18.1,72.9,21.8,5.1,0.2,23.6,31.3,144500.0,1266.0,750.0,32997,56.6,37.3,0.3,2.0,0.0,1.5,Pike County,Alabama
0500000US01111,15614.0,6.1,11.9,34.9,18.4,10.0,12.1,17952,8613,49879.0,27558,3.2,31.4,14.7,17.6,9.1,27.3,80.9,14.5,4.6,0.0,19.9,24.8,155000.0,1182.0,704.0,22179,77.0,19.0,0.1,0.3,0.0,1.6,Randolph County,Alabama
0500000US01113,39868.0,5.5,9.3,29.6,26.0,13.3,10.3,46044,22595,47420.0,25855,6.5,29.1,15.7,23.0,10.7,21.5,77.9,16.7,5.4,0.0,22.0,31.4,141900.0,1244.0,908.0,58849,46.9,44.9,0.2,0.8,0.1,3.8,Russell County,Alabama
0500000US01115,64523.0,4.1,8.7,35.5,23.2,9.2,13.3,73891,41814,73218.0,33571,4.3,35.1,15.3,22.3,11.9,15.5,81.0,14.1,4.9,0.1,10.9,14.3,202000.0,1385.0,1044.0,91719,85.2,9.8,0.3,0.4,0.1,2.2,St. Clair County,Alabama
0500000US01117,153645.0,2.0,4.2,20.2,20.1,7.9,29.8,179299,113542,90618.0,45701,3.1,47.5,13.3,21.4,7.8,10.0,81.6,12.9,5.1,0.4,6.9,7.4,276500.0,1627.0,1272.0,223916,78.0,13.0,0.2,2.0,0.0,4.3,Shelby County,Alabama
0500000US01119,7354.0,2.5,8.6,32.2,27.7,7.1,12.3,10124,4299,31726.0,19720,8.2,25.3,20.1,23.7,11.6,19.4,66.0,26.5,7.3,0.2,30.4,52.5,88000.0,1079.0,770.0,12196,25.5,72.3,0.1,0.5,0.0,0.9,Sumter County,Alabama
0500000US01121,57406.0,4.5,12.3,34.9,23.9,7.8,9.8,66263,32093,52457.0,29236,8.4,27.8,15.2,20.4,11.4,25.1,79.6,16.4,4.0,0.1,18.7,27.3,131900.0,1176.0,750.0,81105,63.1,31.9,0.2,0.4,0.1,1.7,Talladega County,Alabama
0500000US01123,29557.0,5.1,13.0,32.1,22.6,9.0,11.4,33913,15600,53282.0,29682,10.4,25.6,16.4,23.4,12.6,21.9,79.6,13.6,6.7,0.1,16.8,26.9,127100.0,1081.0,701.0,41251,69.1,26.6,0.1,0.5,0.0,2.1,Tallapoosa County,Alabama
0500000US01125,141959.0,2.5,6.8,29.4,21.4,9.0,18.2,189439,109994,61645.0,32141,5.5,37.4,15.5,20.1,8.9,18.1,77.2,18.4,4.3,0.1,16.7,21.1,218800.0,1444.0,974.0,231558,62.1,32.1,0.2,1.6,0.0,2.4,Tuscaloosa County,Alabama
0500000US01127,45281.0,5.3,12.1,34.8,21.6,11.0,9.4,52243,25764,52987.0,28204,5.7,27.9,17.5,21.5,12.8,20.2,81.5,13.7,4.6,0.1,16.4,22.2,124100.0,1176.0,698.0,64978,88.6,6.0,0.2,0.2,0.0,2.9,Walker County,Alabama
0500000US01129,10500.0,2.8,8.9,43.8,22.7,7.5,6.7,12747,5598,51184.0,29210,6.3,31.9,16.9,14.6,13.5,23.1,83.2,13.9,2.9,0.0,15.8,22.4,138100.0,1323.0,698.0,15434,66.7,23.4,6.8,0.4,0.0,0.1,Washington County,Alabama
0500000US01131,7069.0,5.7,16.6,40.4,20.5,5.2,7.8,8367,3345,38208.0,20442,10.7,24.2,15.3,21.8,16.6,22.1,77.1,18.9,4.0,0.0,26.8,46.3,83200.0,1098.0,787.0,10441,27.5,70.2,0.1,0.0,0.0,0.0,Wilcox County,Alabama
0500000US01133,16998.0,5.9,14.0,40.4,18.4,7.5,8.1,19441,9773,49494.0,26933,4.4,27.5,11.1,19.1,13.7,28.7,80.9,11.6,6.9,0.6,18.2,24.4,111600.0,1214.0,680.0,23655,93.2,1.1,0.5,0.4,0.0,2.9,Winston County,Alabama
0500000US02013,2675.0,9.8,9.2,39.4,18.7,6.1,12.7,3061,2305,79961.0,42165,4.4,21.9,8.7,11.2,14.2,44.0,71.8,20.9,7.0,0.3,12.6,17.5,164100.0,1564.0,1035.0,3407,16.9,5.4,37.1,19.8,0.3,10.9,Aleutians East Borough,Alaska
0500000US02016,3861.0,6.2,4.2,41.3,25.2,7.5,13.2,4404,3559,100662.0,47339,3.0,16.1,14.6,14.7,12.5,42.2,78.3,19.8,1.9,0.1,9.6,11.2,377100.0,2415.0,1672.0,5219,26.0,3.9,9.3,40.7,3.5,11.7,Aleutians West Census Area,Alaska
0500000US02020,192454.0,2.1,3.7,24.5,24.1,8.6,23.0,228369,142335,95731.0,46554,5.2,41.7,18.1,20.8,8.1,11.2,72.6,22.0,5.2,0.2,9.6,11.7,363800.0,2318.0,1405.0,290674,59.2,5.3,7.4,9.8,2.9,4.9,Anchorage Municipality,Alaska
0500000US02050,10109.0,6.3,11.0,47.9,17.9,7.3,5.3,12669,6562,64094.0,25859,16.2,31.4,18.4,23.3,12.5,14.4,53.2,43.4,3.1,0.3,25.3,31.4,120600.0,1867.0,1408.0,18538,9.1,1.2,83.4,1.4,0.2,0.9,Bethel Census Area,Alaska
0500000US02060,636.0,2.0,3.0,28.3,31.9,8.5,21.9,707,425,94167.0,45499,2.7,35.5,13.6,19.8,16.9,14.1,51.3,42.1,6.6,0.0,7.9,7.7,253400.0,2096.0,1183.0,854,45.3,0.4,31.5,5.6,2.0,4.7,Bristol Bay Borough,Alaska
0500000US02063,4929.0,1.8,3.7,23.8,27.8,11.5,20.3,5590,3438,83068.0,44700,8.8,40.5,15.0,14.0,18.0,12.4,61.5,28.2,10.0,0.2,4.9,5.7,287900.0,2119.0,1364.0,7000,71.6,1.6,5.3,7.0,1.3,6.4,Chugach Census Area,Alaska
0500000US02066,1791.0,2.1,5.5,29.1,28.9,6.4,19.0,1982,1124,70606.0,37887,6.5,39.5,18.5,19.4,16.7,5.9,48.2,42.3,9.1,0.4,11.2,16.1,235100.0,1729.0,877.0,2614,53.0,0.0,33.9,0.5,0.0,5.9,Copper River Census Area,Alaska
0500000US02068,1674.0,1.1,2.2,46.8,16.3,8.4,13.7,1881,1344,87292.0,73692,1.9,24.9,16.4,6.8,41.2,10.7,69.4,24.6,5.0,1.0,7.3,10.7,227000.0,1813.0,863.0,2101,75.7,2.3,3.0,3.5,0.0,2.6,Denali Borough,Alaska
0500000US02070,2902.0,4.1,7.8,41.6,19.5,6.5,11.3,3519,1935,69412.0,31948,11.3,41.8,18.9,13.8,14.0,11.5,56.9,40.1,3.0,0.1,15.9,18.3,167700.0,2212.0,1106.0,4854,16.0,1.6,71.1,1.6,0.1,0.4,Dillingham Census Area,Alaska
0500000US02090,61350.0,1.9,3.5,25.3,26.7,9.7,19.6,75407,42078,81655.0,42744,5.5,38.4,19.2,21.2,10.2,10.9,66.0,26.9,6.9,0.2,6.9,5.7,276800.0,2059.0,1360.0,96299,71.4,4.1,7.0,3.1,0.7,5.1,Fairbanks North Star Borough,Alaska
0500000US02100,1420.0,0.8,1.5,34.4,25.1,4.4,16.8,1526,806,68276.0,33585,4.3,36.6,19.9,16.9,17.5,9.2,58.9,20.5,20.5,0.1,5.8,0.6,289200.0,1740.0,889.0,2079,80.9,0.0,6.2,3.3,0.0,0.3,Haines Borough,Alaska
0500000US02105,1838.0,0.7,5.3,33.6,23.2,9.6,20.4,2044,1175,62344.0,39257,14.0,43.1,15.2,16.8,10.6,14.3,39.8,45.8,14.1,0.3,11.6,10.3,243800.0,1413.0,996.0,2329,53.2,0.4,28.9,0.8,0.2,3.5,Hoonah-Angoon Census Area,Alaska
0500000US02110,22947.0,1.0,3.5,22.1,23.4,9.2,25.8,26255,16345,95711.0,49207,4.5,44.3,16.2,18.7,11.1,9.6,52.5,38.8,8.2,0.6,6.9,7.4,404600.0,2268.0,1464.0,32108,64.0,1.1,9.4,7.2,1.4,5.1,Juneau City and Borough,Alaska
0500000US02122,41645.0,1.6,4.2,30.8,26.5,8.9,17.6,47627,25227,76272.0,40720,7.2,38.8,18.7,15.6,14.4,12.4,70.2,20.5,8.8,0.5,12.5,15.9,280900.0,1797.0,1126.0,59235,79.6,0.7,7.4,1.7,0.4,3.8,Kenai Peninsula Borough,Alaska
0500000US02130,9869.0,1.1,4.1,28.5,31.2,6.6,19.3,11333,6966,82763.0,44368,4.1,35.7,20.9,19.9,11.2,12.4,64.8,27.5,7.5,0.2,9.7,9.8,361000.0,2108.0,1275.0,13910,64.0,0.7,14.6,8.5,0.2,3.3,Ketchikan Gateway Borough,Alaska
0500000US02150,8634.0,4.3,4.5,29.0,24.2,9.5,19.2,10161,6139,91138.0,39563,5.7,29.8,17.5,18.9,12.0,21.9,64.6,26.8,8.5,0.0,8.0,8.3,355000.0,2170.0,1646.0,13065,50.6,0.9,11.4,22.7,0.0,5.2,Kodiak Island Borough,Alaska
0500000US02158,4052.0,3.9,14.7,55.7,18.2,2.9,4.0,5204,2448,42663.0,17166,20.9,26.4,23.9,20.5,10.9,18.3,47.1,51.1,1.8,0.0,34.3,38.8,82200.0,596.0,819.0,8372,3.2,0.8,90.9,0.2,0.1,1.0,Kusilvak Census Area,Alaska
0500000US02164,651.0,3.8,5.4,45.0,23.0,7.2,8.6,763,487,61607.0,39409,14.0,36.8,20.1,10.1,22.2,10.9,39.6,58.9,1.4,0.0,15.2,25.1,167000.0,820.0,933.0,999,17.1,2.2,61.8,3.5,0.0,0.0,Lake and Peninsula Borough,Alaska
0500000US02170,71369.0,1.7,4.0,33.2,26.3,11.1,15.3,83540,45800,86435.0,39201,7.0,36.1,17.5,18.7,17.0,10.8,71.5,19.9,8.4,0.2,10.2,12.2,296900.0,2000.0,1242.0,108661,79.2,1.3,6.2,1.8,0.4,3.6,Matanuska-Susitna Borough,Alaska
0500000US02180,5564.0,3.3,8.5,43.4,23.1,3.4,7.8,6951,3773,70121.0,28678,16.5,41.2,18.5,20.0,9.1,11.2,49.0,49.5,1.5,0.0,21.1,24.5,181300.0,1669.0,1349.0,10018,14.2,1.0,76.0,1.3,0.0,0.7,Nome Census Area,Alaska
0500000US02185,7601.0,2.8,6.5,43.0,24.7,8.7,9.5,8764,6429,83472.0,61841,6.8,31.4,13.1,15.8,23.2,16.6,69.6,29.1,1.3,0.0,7.9,13.2,193800.0,1226.0,1231.0,10924,31.8,1.8,50.2,5.8,1.9,2.2,North Slope Borough,Alaska
0500000US02188,4230.0,4.1,9.9,46.2,20.5,4.2,10.0,5175,2632,77647.0,32133,15.5,36.9,12.0,17.5,18.8,14.8,56.0,42.0,2.1,0.0,18.5,25.4,147200.0,1531.0,1386.0,7682,10.6,1.2,80.7,1.3,0.3,0.8,Northwest Arctic Borough,Alaska
