GEO_ID,NAME,Below_9th_grade,9_12th_grade,High_School_Grad,Some_College,Associate's_degree,Bachelor's_degree,Graduate_degree,Population (16+),Employed,Median Household Income,Per capita Income,Unemployment Rate,Professional (Occupation),Service (Occupation),Sales (Occupation),Construction (Occupation),Production (Occupation),Salary (Class),Gov't (Class),Self-employed (Class),Fam-unpaid (Class),Poverty,Child-poverty,Median Home value,Median Mortgage,Median Rent,Total Population,White,Black,American Indian,Asian,Pacific Islander,Hispanic/Latino
0500000US01001,"Autauga County, Alabama",2.6,8.7,32.6,20.3,8.1,15.9,11.8,43368.0,24124.0,58786.0,29372.0,4.2,38.7,15.9,22.1,8.2,15.0,73.2,21.0,5.6,0.1,15.4,22.7,147900.0,1176.0,966.0,55200,76.9,19.1,0.3,1.0,0.1,2.8
0500000US01003,"Baldwin County, Alabama",2.7,7.0,27.6,22.0,9.4,20.7,10.6,167712.0,93379.0,55962.0,31203.0,4.4,36.3,18.1,24.1,9.8,11.7,80.0,13.2,6.7,0.1,10.6,13.4,189800.0,1359.0,958.0,208107,86.3,9.5,0.7,0.8,0.0,4.5
0500000US01005,"Barbour County, Alabama",8.2,18.8,35.7,18.1,7.0,7.8,4.4,20948.0,8720.0,34186.0,18461.0,9.5,25.9,14.6,19.8,13.1,26.5,75.6,18.5,5.7,0.2,28.9,47.6,92900.0,950.0,590.0,25782,47.4,47.6,0.3,0.4,0.0,4.3
0500000US01007,"Bibb County, Alabama",5.7,11.1,47.3,18.6,5.8,7.6,3.9,18470.0,8099.0,45340.0,20199.0,7.5,21.9,18.7,18.9,17.4,23.0,77.8,16.0,5.5,0.7,14.0,20.2,96500.0,1093.0,714.0,22527,76.7,22.3,0.0,0.2,0.0,2.4
0500000US01009,"Blount County, Alabama",7.5,12.4,34.0,21.4,12.0,8.1,4.5,45915.0,21346.0,48695.0,22656.0,4.1,29.9,13.0,21.4,15.7,19.9,83.2,11.8,4.8,0.2,14.4,21.6,124700.0,1100.0,662.0,57645,95.5,1.5,0.2,0.3,0.0,9.1
0500000US01011,"Bullock County, Alabama",4.9,19.9,39.7,17.0,5.3,7.4,5.9,8413.0,3940.0,32152.0,20346.0,11.1,21.0,17.1,17.5,10.5,33.9,77.1,17.6,5.3,0.0,31.4,55.9,77500.0,1020.0,668.0,10352,22.0,76.2,1.2,0.5,0.0,0.5
0500000US01013,"Butler County, Alabama",4.2,11.2,43.9,16.9,7.7,9.7,6.4,15970.0,7885.0,39109.0,20430.0,6.7,26.9,16.0,19.2,11.6,26.2,81.3,14.5,4.1,0.1,23.5,35.0,88300.0,937.0,606.0,20025,52.0,45.2,0.0,1.2,0.0,0.3
0500000US01015,"Calhoun County, Alabama",5.1,10.9,32.4,25.9,7.8,10.2,7.8,93023.0,48157.0,45197.0,24706.0,8.8,28.2,16.9,23.2,10.5,21.3,75.7,18.6,5.5,0.2,18.6,26.2,113800.0,1045.0,680.0,115098,74.3,20.6,0.3,0.9,0.0,3.7
0500000US01017,"Chambers County, Alabama",5.7,12.9,38.4,21.2,8.6,9.3,3.9,27656.0,14786.0,39872.0,22827.0,5.0,24.6,16.0,19.5,10.0,30.0,82.4,13.3,4.1,0.1,16.6,23.7,88400.0,947.0,715.0,33826,57.6,39.4,0.3,1.2,0.0,2.3
0500000US01019,"Cherokee County, Alabama",7.5,12.3,38.3,21.4,7.6,6.8,6.1,21349.0,9805.0,41014.0,23356.0,5.6,29.2,12.2,16.4,13.0,29.2,77.5,15.3,7.2,0.0,15.0,17.8,123100.0,1115.0,606.0,25853,92.8,4.9,0.9,0.2,0.0,1.5
0500000US01021,"Chilton County, Alabama",5.3,12.5,44.1,17.0,7.0,9.2,5.0,34516.0,17500.0,45182.0,24611.0,7.1,24.3,13.3,22.3,18.2,22.0,83.2,11.7,4.9,0.1,18.6,22.4,102200.0,1025.0,684.0,43930,83.3,9.4,0.3,0.4,0.0,7.8
0500000US01023,"Choctaw County, Alabama",5.4,13.2,38.2,19.3,10.9,8.2,4.8,10800.0,4264.0,34884.0,22182.0,10.6,23.3,16.2,20.9,17.1,22.4,77.4,17.8,4.6,0.1,22.2,37.8,75200.0,947.0,533.0,13075,56.7,42.8,0.1,0.1,0.0,0.6
0500000US01025,"Clarke County, Alabama",5.4,13.5,43.7,17.1,7.8,8.0,4.6,19763.0,7647.0,36127.0,21111.0,14.4,23.1,13.6,20.4,13.9,29.0,83.0,12.2,4.7,0.0,25.4,30.3,100800.0,1107.0,561.0,24387,53.0,45.8,0.1,0.5,0.0,0.2
0500000US01027,"Clay County, Alabama",11.1,13.4,36.3,19.5,9.6,5.5,4.7,10843.0,5542.0,41225.0,23147.0,6.4,22.8,13.5,15.5,12.2,35.9,79.9,13.5,6.0,0.5,18.4,22.7,102200.0,986.0,564.0,13378,83.0,14.8,1.2,0.1,0.0,3.1
0500000US01029,"Cleburne County, Alabama",7.1,15.5,39.6,19.4,4.7,8.9,4.8,11847.0,5628.0,40188.0,21989.0,7.5,26.2,10.5,22.5,16.6,24.2,75.4,17.3,7.1,0.2,18.5,30.7,112000.0,1120.0,575.0,14938,94.2,2.6,0.3,0.0,0.0,2.4
0500000US01031,"Coffee County, Alabama",4.3,9.5,27.9,23.3,11.6,15.6,7.8,40510.0,21725.0,53155.0,27577.0,5.9,33.1,16.5,19.1,12.7,18.6,71.6,22.3,6.0,0.1,15.1,24.2,149100.0,1154.0,782.0,51288,75.9,17.2,1.2,1.3,0.0,6.9
0500000US01033,"Colbert County, Alabama",4.8,10.8,36.0,22.3,7.4,11.8,6.9,44328.0,22436.0,47558.0,24918.0,5.9,27.9,14.9,23.5,11.2,22.6,79.3,14.8,5.6,0.3,16.3,23.6,113500.0,1027.0,691.0,54495,79.4,15.8,0.7,0.5,0.1,2.5
0500000US01035,"Conecuh County, Alabama",7.0,12.3,48.8,13.1,8.2,7.1,3.6,10152.0,3892.0,33177.0,17542.0,11.5,14.5,19.2,23.1,11.6,31.5,80.3,13.5,5.7,0.5,22.2,30.8,76600.0,843.0,568.0,12514,50.9,47.7,0.4,0.1,0.0,0.8
0500000US01037,"Coosa County, Alabama",5.7,14.7,38.6,22.8,6.6,8.6,3.0,9227.0,4110.0,38301.0,22963.0,5.8,20.7,18.4,24.6,14.8,21.5,80.8,15.3,3.9,0.0,14.0,24.4,87900.0,895.0,554.0,10855,65.7,34.2,0.1,0.0,0.0,0.5
0500000US01039,"Covington County, Alabama",6.3,10.9,35.4,22.4,10.1,9.6,5.3,30107.0,14899.0,40601.0,23071.0,8.7,29.4,14.0,20.8,16.0,19.8,78.9,14.3,6.7,0.1,18.3,27.0,95500.0,955.0,608.0,37351,84.7,12.9,0.2,0.4,0.0,1.6
0500000US01041,"Crenshaw County, Alabama",8.3,13.3,38.8,17.3,6.7,11.4,4.2,11106.0,5612.0,39812.0,23353.0,5.8,24.4,15.8,23.5,13.5,22.7,74.5,17.1,8.2,0.2,15.7,20.5,79500.0,976.0,518.0,13865,71.7,23.1,0.8,1.4,0.0,2.0
0500000US01043,"Cullman County, Alabama",5.6,12.6,35.6,22.0,10.5,8.8,4.9,65879.0,33003.0,42558.0,22980.0,5.5,27.0,14.5,22.1,15.3,21.1,80.8,11.5,7.4,0.3,15.8,19.8,124100.0,1027.0,685.0,82313,95.2,1.2,0.4,0.4,0.0,4.3
0500000US01045,"Dale County, Alabama",4.5,9.6,32.7,26.1,9.9,11.2,5.8,39028.0,18025.0,45960.0,23837.0,8.8,26.5,15.9,24.9,13.0,19.7,73.8,19.9,6.1,0.2,18.4,26.0,110100.0,1002.0,725.0,49255,72.9,19.8,0.8,1.3,0.0,6.2
0500000US01047,"Dallas County, Alabama",4.2,15.1,35.2,20.1,10.3,8.6,6.5,31400.0,14295.0,31602.0,18910.0,11.8,26.2,16.9,18.5,8.4,30.0,79.4,15.2,5.0,0.3,31.1,47.3,82600.0,962.0,623.0,40029,28.1,70.5,0.0,0.6,0.1,1.0
0500000US01049,"DeKalb County, Alabama",12.0,13.9,33.3,18.6,9.5,7.4,5.3,55947.0,28637.0,39233.0,21004.0,4.5,23.2,15.8,19.3,12.3,29.4,79.1,11.2,9.6,0.1,22.1,32.2,102700.0,975.0,619.0,71200,85.6,1.4,1.3,0.2,0.9,14.4
0500000US01051,"Elmore County, Alabama",4.4,9.3,32.8,19.7,9.4,16.0,8.5,65199.0,33811.0,59347.0,27475.0,6.2,36.8,12.8,23.2,10.5,16.7,73.7,21.0,5.1,0.1,12.3,16.8,161100.0,1247.0,869.0,81212,74.9,21.4,0.3,0.5,0.0,2.9
0500000US01053,"Escambia County, Alabama",4.7,13.7,44.5,17.3,7.1,8.0,4.7,29981.0,12182.0,35000.0,18161.0,13.5,24.3,21.7,22.9,10.7,20.4,75.5,19.0,5.4,0.1,24.0,33.9,98200.0,976.0,587.0,37328,61.9,31.9,3.8,0.4,0.2,2.2
0500000US01055,"Etowah County, Alabama",5.1,10.4,32.9,25.0,8.9,10.9,6.8,83391.0,42367.0,44023.0,24065.0,6.5,30.2,18.5,20.7,9.1,21.5,80.9,13.6,5.4,0.2,17.3,30.0,109900.0,1068.0,669.0,102939,80.3,15.7,0.7,0.7,0.1,3.8
0500000US01057,"Fayette County, Alabama",6.6,11.0,41.5,21.2,6.7,9.1,3.8,13491.0,6380.0,37458.0,21862.0,7.0,26.0,16.9,18.4,11.1,27.5,82.1,13.2,4.5,0.2,20.0,32.1,83800.0,943.0,557.0,16585,85.0,11.9,0.0,0.7,0.0,1.7
0500000US01059,"Franklin County, Alabama",11.7,11.5,36.8,18.7,8.3,7.8,5.1,24598.0,12849.0,40459.0,19776.0,6.1,23.7,13.9,18.8,12.6,31.1,79.1,15.5,5.4,0.0,20.2,34.4,87800.0,895.0,572.0,31542,83.9,4.4,1.5,0.4,0.0,16.9
0500000US01061,"Geneva County, Alabama",7.5,13.4,37.2,21.2,9.6,7.0,4.1,21376.0,10047.0,38142.0,20471.0,8.6,25.1,16.0,19.7,19.2,20.1,73.7,15.6,10.2,0.5,24.0,39.0,92300.0,926.0,615.0,26491,86.3,9.5,0.8,0.4,0.0,3.9
0500000US01063,"Greene County, Alabama",9.4,14.7,36.8,21.5,7.5,6.4,3.7,6661.0,2204.0,21804.0,14209.0,15.8,26.7,17.8,21.0,7.5,27.0,69.6,26.4,4.1,0.0,38.7,60.7,66400.0,834.0,609.0,8426,17.1,79.7,0.6,0.0,0.0,1.7
0500000US01065,"Hale County, Alabama",4.5,11.8,42.6,19.4,7.5,9.3,4.8,11857.0,5083.0,30571.0,20272.0,11.9,27.8,17.4,22.9,11.3,20.7,81.9,11.9,6.2,0.0,26.0,35.1,92700.0,1001.0,510.0,14887,39.6,58.8,0.2,0.3,0.0,0.9
0500000US01067,"Henry County, Alabama",6.4,13.4,33.5,21.0,7.6,10.7,7.3,13980.0,6868.0,48610.0,24069.0,6.7,30.9,20.2,19.6,9.3,19.9,82.6,12.3,5.0,0.1,13.5,16.9,115100.0,1033.0,608.0,17124,71.1,27.7,0.0,0.0,0.0,2.6
0500000US01069,"Houston County, Alabama",4.0,10.3,31.6,23.7,9.3,13.3,7.8,82833.0,44291.0,45496.0,25990.0,7.0,31.7,18.5,24.3,9.8,15.8,81.9,11.9,5.9,0.2,18.3,28.1,130500.0,1094.0,741.0,104352,69.4,26.9,0.3,0.8,0.0,3.3
0500000US01071,"Jackson County, Alabama",5.8,11.8,40.8,18.2,9.3,9.3,4.9,42344.0,20189.0,39816.0,21608.0,5.9,27.2,13.5,19.0,11.8,28.5,78.5,14.7,6.7,0.2,20.2,27.6,105300.0,1012.0,619.0,52094,91.0,3.5,1.2,0.4,0.1,2.9
0500000US01073,"Jefferson County, Alabama",3.0,7.3,26.8,22.3,8.3,19.8,12.6,525347.0,302428.0,51979.0,30657.0,7.3,38.9,16.7,23.7,7.4,13.3,82.1,13.3,4.5,0.1,17.0,24.8,154400.0,1321.0,878.0,659892,51.9,42.7,0.2,1.6,0.0,3.8
0500000US01075,"Lamar County, Alabama",7.1,10.5,39.9,20.8,9.1,8.3,4.2,11160.0,5338.0,36756.0,21666.0,8.0,27.1,13.5,17.6,15.8,26.0,77.4,15.9,5.8,1.0,21.2,34.0,77200.0,894.0,392.0,13933,87.5,11.2,0.0,0.0,0.0,1.6
0500000US01077,"Lauderdale County, Alabama",4.0,8.6,36.0,21.0,6.5,14.8,9.1,76107.0,40130.0,46265.0,27189.0,5.3,31.5,17.4,23.9,10.0,17.1,77.3,16.2,6.4,0.2,15.2,19.3,136400.0,1076.0,658.0,92585,87.0,10.1,0.5,0.7,0.1,2.6
0500000US01079,"Lawrence County, Alabama",6.6,14.4,41.5,18.6,7.1,7.7,4.0,26741.0,12568.0,44515.0,23557.0,5.7,27.0,13.7,16.5,14.6,28.2,78.4,15.2,6.4,0.1,16.8,21.8,107200.0,1031.0,540.0,33171,78.2,10.9,5.7,0.1,0.1,2.1
0500000US01081,"Lee County, Alabama",2.9,6.6,24.1,23.3,9.0,19.6,14.5,128804.0,72956.0,48056.0,26960.0,5.7,40.7,16.2,21.0,7.8,14.3,77.7,17.7,4.5,0.2,21.4,22.3,165000.0,1270.0,831.0,159287,70.3,23.0,0.1,4.1,0.0,3.7
0500000US01083,"Limestone County, Alabama",5.8,9.9,30.3,21.1,7.5,16.9,8.6,74268.0,39595.0,56460.0,27699.0,6.9,36.1,15.4,18.8,11.1,18.6,77.7,16.1,5.9,0.3,13.7,19.8,152900.0,1170.0,658.0,93052,80.8,13.4,0.9,1.3,0.0,5.9
0500000US01085,"Lowndes County, Alabama",5.9,16.6,38.6,17.4,7.4,9.3,4.8,8097.0,3457.0,30833.0,19491.0,11.5,24.7,16.1,19.6,11.0,28.7,80.4,16.3,3.2,0.1,27.9,42.9,66300.0,1050.0,650.0,10236,24.9,74.3,0.1,0.0,0.0,0.7
0500000US01087,"Macon County, Alabama",4.6,13.6,30.1,23.9,7.0,11.2,9.5,16058.0,7289.0,32074.0,20125.0,12.1,30.8,22.0,20.0,7.5,19.7,77.5,17.5,5.0,0.0,25.8,40.4,79500.0,984.0,611.0,19054,15.9,82.6,0.3,0.3,0.0,1.7
0500000US01089,"Madison County, Alabama",2.9,5.9,20.8,20.5,8.1,25.7,16.0,287944.0,172631.0,63417.0,35526.0,5.8,47.5,15.1,20.2,6.2,10.9,76.7,18.8,4.4,0.2,13.2,19.1,180600.0,1292.0,829.0,357560,68.2,24.1,0.6,2.5,0.1,4.8
0500000US01091,"Marengo County, Alabama",6.0,10.2,39.8,19.6,9.0,8.9,6.5,15703.0,6563.0,32809.0,23056.0,9.7,29.1,17.4,20.3,12.7,20.5,75.6,17.2,6.2,1.0,21.8,24.0,90000.0,1092.0,531.0,19538,45.3,53.8,0.3,0.0,0.0,0.6
0500000US01093,"Marion County, Alabama",8.7,11.7,34.8,22.7,9.0,8.0,5.2,24333.0,11980.0,35392.0,21391.0,5.6,26.0,14.2,21.7,12.5,25.6,77.5,16.3,6.0,0.2,17.5,24.9,86500.0,867.0,519.0,29965,93.1,3.7,0.4,0.2,0.0,2.5
0500000US01095,"Marshall County, Alabama",7.5,11.6,31.1,22.2,8.4,12.4,6.8,74128.0,38997.0,42490.0,23833.0,5.1,29.7,16.3,19.7,11.7,22.6,79.4,13.2,7.3,0.1,21.7,35.9,122500.0,1056.0,632.0,95145,92.4,2.6,0.4,0.6,0.0,13.6
0500000US01097,"Mobile County, Alabama",3.3,10.5,33.5,21.8,8.0,15.1,7.8,327952.0,174229.0,46166.0,25215.0,6.2,32.5,17.4,23.2,10.1,16.8,82.4,12.8,4.6,0.2,19.3,29.1,126600.0,1165.0,846.0,414659,58.8,35.6,0.7,2.0,0.0,2.9
0500000US01099,"Monroe County, Alabama",5.4,10.9,46.1,15.4,8.1,8.7,5.4,17132.0,6422.0,30141.0,18890.0,17.5,28.0,18.1,18.6,14.2,21.1,77.8,17.7,4.5,0.0,30.9,42.3,103000.0,1020.0,524.0,21512,54.9,41.5,1.6,0.6,0.0,1.4
0500000US01101,"Montgomery County, Alabama",4.4,10.0,25.5,21.2,6.8,18.9,13.2,179544.0,100599.0,47990.0,28008.0,7.6,37.0,18.4,23.2,5.4,16.0,74.3,21.0,4.7,0.1,20.7,32.4,127500.0,1142.0,869.0,226941,36.5,57.7,0.2,2.7,0.0,3.4
0500000US01103,"Morgan County, Alabama",6.4,10.2,29.6,23.4,8.6,15.1,6.6,94987.0,51513.0,49751.0,25907.0,5.2,31.8,16.2,22.0,10.9,19.1,81.8,12.8,5.1,0.3,15.3,22.9,131000.0,1092.0,640.0,119122,80.6,12.8,0.6,0.7,0.0,8.1
0500000US01105,"Perry County, Alabama",10.6,11.3,39.4,18.4,4.6,8.2,7.5,7699.0,2325.0,23561.0,13678.0,12.3,29.9,20.0,20.0,7.5,22.7,70.4,22.3,7.3,0.0,41.8,56.8,65900.0,1031.0,574.0,9486,29.9,69.4,0.1,0.2,0.0,0.9
0500000US01107,"Pickens County, Alabama",5.9,13.5,36.7,23.6,6.8,9.3,4.1,16837.0,7136.0,37458.0,22417.0,10.6,27.7,14.9,21.5,11.8,24.0,76.0,18.0,5.8,0.1,23.5,37.6,97500.0,1025.0,456.0,20298,56.0,41.2,0.1,0.1,0.0,4.6
0500000US01109,"Pike County, Alabama",4.8,14.2,33.3,18.6,5.6,14.8,8.8,27676.0,14093.0,34678.0,21137.0,8.0,31.4,19.4,21.7,7.3,20.3,77.7,16.5,5.5,0.3,26.6,33.7,117400.0,1097.0,621.0,33403,56.8,38.0,0.6,2.1,0.0,0.8
0500000US01111,"Randolph County, Alabama",9.0,12.2,36.3,19.6,7.9,9.1,5.8,18218.0,8628.0,41449.0,23247.0,5.0,25.2,14.2,18.7,11.6,30.3,79.4,11.7,8.8,0.1,17.7,27.8,88700.0,880.0,612.0,22574,77.3,20.1,0.2,0.3,0.2,2.9
0500000US01113,"Russell County, Alabama",5.3,11.3,32.3,24.7,9.8,10.0,6.6,45527.0,23550.0,40978.0,22055.0,7.8,29.6,17.7,24.8,10.3,17.6,76.9,19.3,3.7,0.1,20.1,29.0,118600.0,1115.0,800.0,58213,50.3,42.9,0.3,0.9,0.1,5.4
0500000US01115,"St. Clair County, Alabama",4.7,10.5,36.0,23.1,9.1,11.2,5.2,69474.0,38881.0,54887.0,24861.0,5.3,28.6,16.2,24.5,12.4,18.3,83.6,10.9,5.4,0.1,13.2,14.7,148200.0,1176.0,748.0,87306,87.3,9.5,0.4,0.8,0.0,2.4
0500000US01117,"Shelby County, Alabama",2.5,5.4,20.3,22.3,7.4,27.9,14.2,166663.0,105724.0,75761.0,36576.0,4.0,44.4,13.5,25.3,7.5,9.2,82.7,12.2,4.8,0.2,8.4,10.3,204500.0,1416.0,1020.0,211261,80.3,12.0,0.2,2.0,0.0,5.7
0500000US01119,"Sumter County, Alabama",3.9,11.8,37.8,18.0,6.7,11.6,10.2,10765.0,4207.0,23132.0,15882.0,12.1,25.3,23.9,25.2,4.7,20.9,68.0,28.5,3.3,0.1,31.3,41.0,74600.0,941.0,578.0,12985,24.7,72.0,0.1,2.6,0.0,0.1
0500000US01121,"Talladega County, Alabama",5.9,13.1,34.9,23.6,8.1,8.9,5.4,65443.0,31082.0,41012.0,22498.0,8.8,28.8,15.7,20.0,10.4,25.1,80.5,15.1,4.2,0.1,19.9,29.4,101800.0,1005.0,630.0,80565,64.2,32.3,0.4,0.6,0.0,2.3
0500000US01123,"Tallapoosa County, Alabama",5.4,14.2,32.9,20.2,9.0,12.0,6.4,33023.0,15083.0,43361.0,23655.0,10.4,29.4,15.4,19.7,12.5,23.1,81.2,13.6,4.9,0.4,20.3,34.1,107800.0,964.0,648.0,40636,69.5,27.4,0.3,0.4,0.0,2.3
0500000US01125,"Tuscaloosa County, Alabama",3.2,8.4,29.9,21.3,7.0,18.4,12.0,167611.0,93450.0,52221.0,26064.0,6.3,35.2,17.3,20.0,8.5,18.9,77.1,18.5,4.3,0.1,17.4,21.3,166000.0,1239.0,843.0,206213,64.4,31.6,0.2,1.6,0.0,3.6
0500000US01127,"Walker County, Alabama",7.2,11.9,37.1,22.1,10.1,7.2,4.4,51826.0,24707.0,41748.0,22772.0,8.8,26.1,17.5,21.4,15.1,20.0,79.7,14.4,5.9,0.0,19.7,27.6,93100.0,1043.0,603.0,64493,90.8,6.2,0.2,0.5,0.0,2.4
0500000US01129,"Washington County, Alabama",6.3,13.3,43.2,17.9,8.2,6.7,4.4,13563.0,5538.0,40794.0,22776.0,8.5,23.1,15.5,19.1,17.9,24.4,82.5,11.2,5.3,0.9,21.0,34.3,85200.0,1039.0,709.0,16643,66.1,24.6,7.4,0.4,0.0,1.1
0500000US01131,"Wilcox County, Alabama",6.5,16.5,40.3,19.3,4.8,8.9,3.6,8573.0,2882.0,27237.0,16584.0,15.5,25.6,20.9,16.2,8.4,28.9,77.0,17.6,5.4,0.0,31.1,44.3,82200.0,950.0,524.0,10809,26.9,69.5,0.2,0.0,0.0,0.6
0500000US01133,"Winston County, Alabama",7.4,14.4,37.4,20.1,7.2,8.3,5.2,19505.0,9000.0,38504.0,21799.0,7.6,24.1,14.5,19.1,12.8,29.5,77.2,13.6,9.1,0.0,16.2,23.9,87800.0,989.0,525.0,23875,96.3,0.4,0.4,0.1,0.0,3.1
0500000US02013,"Aleutians East Borough, Alaska",6.6,7.0,40.2,25.8,7.7,8.9,3.8,3003.0,2395.0,69706.0,32510.0,3.5,17.2,15.4,10.5,15.1,41.8,69.4,22.6,7.8,0.3,15.4,20.9,123000.0,1146.0,992.0,3425,17.7,4.2,39.4,25.6,0.7,10.1
0500000US02016,"Aleutians West Census Area, Alaska",5.7,5.5,40.5,25.3,6.6,13.1,3.4,4878.0,3889.0,85517.0,37070.0,2.0,17.9,15.8,13.7,15.3,37.2,79.6,16.9,3.4,0.0,8.5,11.8,247900.0,2338.0,1321.0,5750,29.5,4.3,11.3,40.0,2.6,13.9
0500000US02020,"Anchorage Municipality, Alaska",2.5,3.7,23.8,26.0,8.7,21.9,13.4,230429.0,150201.0,83280.0,39839.0,5.6,40.5,18.0,21.8,8.7,11.0,72.7,21.5,5.7,0.1,9.2,14.0,308000.0,2086.0,1306.0,296112,63.0,5.6,7.4,9.6,2.3,9.1
0500000US02050,"Bethel Census Area, Alaska",7.8,10.8,45.2,19.0,4.9,7.7,4.6,12230.0,6178.0,54212.0,19760.0,18.3,37.1,19.1,21.8,9.5,12.5,51.7,46.1,2.0,0.2,27.8,33.5,110200.0,1272.0,1271.0,18040,11.0,0.7,82.7,1.0,0.0,2.4
0500000US02060,"Bristol Bay Borough, Alaska",2.9,2.6,34.9,29.9,7.3,18.0,4.3,720.0,488.0,84688.0,45259.0,8.1,31.1,18.4,20.7,15.6,14.1,54.3,35.2,10.5,0.0,5.8,7.7,179500.0,1866.0,1000.0,890,56.3,0.4,32.7,0.3,0.2,3.6
0500000US02068,"Denali Borough, Alaska",0.4,1.1,26.1,22.2,6.6,28.8,14.7,2011.0,1478.0,84196.0,34956.0,3.0,21.6,35.7,20.2,10.8,11.8,76.9,17.7,4.5,0.9,16.9,6.6,203500.0,1557.0,814.0,2232,81.1,0.8,2.0,4.5,0.0,0.4
0500000US02070,"Dillingham Census Area, Alaska",6.0,6.8,39.2,24.0,4.8,10.2,9.1,3602.0,2024.0,58750.0,25334.0,11.9,44.1,14.7,20.9,9.8,10.4,58.8,37.2,4.0,0.0,17.2,25.2,183200.0,1824.0,1018.0,4975,17.6,1.3,72.1,1.5,0.1,3.5
0500000US02090,"Fairbanks North Star Borough, Alaska",1.7,3.8,22.3,30.3,9.3,20.5,12.1,77606.0,46543.0,77095.0,36374.0,7.0,36.5,15.9,21.2,14.1,12.3,64.7,30.2,4.8,0.3,8.1,10.4,236800.0,1894.0,1296.0,99653,75.5,4.5,7.3,3.1,0.6,8.0
0500000US02100,"Haines Borough, Alaska",1.2,1.9,30.0,23.5,6.1,23.5,14.0,2008.0,1329.0,64342.0,33521.0,3.7,40.2,16.8,23.9,11.4,7.8,63.7,21.7,13.7,1.0,9.0,18.7,258100.0,1464.0,924.0,2518,81.0,0.0,8.6,2.9,0.2,3.9
0500000US02105,"Hoonah-Angoon Census Area, Alaska",2.4,6.1,35.6,25.2,7.3,17.5,5.9,1827.0,1068.0,63603.0,35355.0,10.9,35.6,19.2,16.0,17.6,11.6,54.8,31.3,13.7,0.3,9.7,17.6,228500.0,1371.0,897.0,2132,45.5,3.2,38.5,2.8,0.1,6.7
0500000US02110,"Juneau City and Borough, Alaska",1.1,2.8,20.4,29.3,6.9,25.5,14.0,26168.0,17562.0,88213.0,43276.0,5.8,45.2,14.5,19.6,10.8,9.9,52.9,38.7,8.2,0.2,7.9,11.5,344000.0,2106.0,1226.0,32330,68.6,1.0,10.9,7.2,1.0,6.6
0500000US02122,"Kenai Peninsula Borough, Alaska",2.0,5.2,32.2,28.3,9.0,14.5,8.8,46420.0,25564.0,66684.0,33820.0,7.8,33.4,20.6,18.7,14.8,12.5,69.6,19.3,10.3,0.8,12.0,15.6,239800.0,1556.0,994.0,58220,83.3,0.6,7.7,1.5,0.3,4.1
0500000US02130,"Ketchikan Gateway Borough, Alaska",2.0,5.3,29.9,30.0,8.4,17.0,7.4,11024.0,7017.0,70356.0,34900.0,6.6,29.0,18.8,25.4,11.9,14.8,66.4,25.2,7.9,0.5,10.5,16.2,272300.0,1807.0,1165.0,13804,66.8,0.7,14.6,7.7,0.0,5.1
0500000US02150,"Kodiak Island Borough, Alaska",5.3,4.8,31.3,25.2,7.4,16.0,10.0,10417.0,6919.0,78281.0,32516.0,5.2,28.8,17.9,16.2,14.2,22.9,63.1,28.5,8.3,0.0,9.3,11.5,275000.0,1993.0,1369.0,13649,53.4,0.3,13.6,23.0,0.7,8.9
0500000US02158,"Kusilvak Census Area, Alaska",7.5,14.8,53.6,16.6,2.7,3.3,1.5,5184.0,2088.0,35539.0,12578.0,28.9,29.8,25.7,18.6,11.5,14.4,40.3,58.2,1.4,0.0,40.5,47.1,76000.0,634.0,617.0,8198,3.9,0.7,91.2,0.4,0.0,1.0
0500000US02164,"Lake and Peninsula Borough, Alaska",6.9,7.5,41.9,24.4,3.5,8.1,7.6,1056.0,594.0,46406.0,24571.0,15.7,41.1,17.0,13.1,17.7,11.1,38.2,56.6,4.7,0.5,15.9,22.3,120200.0,907.0,770.0,1375,22.8,0.7,67.3,2.5,0.4,1.4
0500000US02170,"Matanuska-Susitna Borough, Alaska",2.2,5.4,32.2,29.5,9.5,13.7,7.5,78437.0,43000.0,75905.0,30943.0,9.5,32.9,17.7,19.8,17.7,11.9,72.1,19.9,7.7,0.3,10.3,11.6,243000.0,1762.0,1112.0,103464,83.1,1.1,5.7,1.4,0.2,4.8
0500000US02180,"Nome Census Area, Alaska",4.8,11.1,42.9,23.0,3.6,8.3,6.3,6886.0,3664.0,58987.0,22293.0,16.7,39.2,23.7,19.8,7.8,9.6,49.4,46.4,3.9,0.2,23.1,28.1,149600.0,1477.0,1297.0,9925,16.1,0.9,74.5,1.6,0.4,2.5
0500000US02185,"North Slope Borough, Alaska",3.3,7.0,43.0,23.8,6.4,11.4,5.2,7530.0,5465.0,75431.0,49903.0,9.0,36.0,13.1,14.6,16.2,20.1,69.8,29.6,0.7,0.0,9.3,14.5,143000.0,1224.0,1098.0,9797,31.6,0.9,52.0,5.6,1.8,2.1
0500000US02188,"Northwest Arctic Borough, Alaska",5.8,12.3,47.3,17.9,4.9,7.5,4.2,5279.0,2636.0,62949.0,23230.0,18.7,37.2,18.6,18.4,13.0,12.7,48.7,48.8,2.3,0.2,25.1,31.4,131400.0,1309.0,1253.0,7734,11.1,1.1,82.5,1.0,0.0,1.2
