GEO_ID,NAME,Below_9th_grade,9_12th_grade,High_School_Grad,Some_College,Associate's_degree,Bachelor's_degree,Graduate_degree,Population (16+),Employed,Median Household Income,Per capita Income,Unemployment Rate,Professional (Occupation),Service (Occupation),Sales (Occupation),Construction (Occupation),Production (Occupation),Salary (Class),Gov't (Class),Self-employed (Class),Fam-unpaid (Class),Poverty,Child-poverty,Median Home value,Median Mortgage,Median Rent,Total Population,White,Black,American Indian,Asian,Pacific Islander,Hispanic/Latino
0500000US37115,"Madison County, North Carolina",6.9,7.7,30.7,19.1,8.0,16.3,11.3,17910.0,9511.0,42410.0,25326.0,5.6,33.4,20.2,16.4,14.6,15.4,76.1,14.0,9.9,0.1,17.6,24.0,180400.0,1306.0,678.0,21405,95.6,1.7,0.6,0.6,0.0,2.4
0500000US37117,"Martin County, North Carolina",5.9,10.8,34.5,22.5,9.5,10.4,6.4,18896.0,9257.0,39205.0,23269.0,10.9,29.8,20.6,21.3,10.1,18.2,75.2,20.1,4.7,0.0,18.2,24.4,88400.0,1027.0,671.0,23054,54.5,42.0,0.5,0.6,0.4,3.9
0500000US37119,"Mecklenburg County, North Carolina",4.6,5.4,17.4,20.1,7.9,29.5,15.3,827113.0,554107.0,64312.0,37298.0,5.8,43.8,15.5,22.9,6.8,11.0,86.7,8.6,4.5,0.1,12.7,18.1,219800.0,1462.0,1099.0,1054314,54.5,31.3,0.4,5.8,0.1,13.0
0500000US37121,"Mitchell County, North Carolina",6.7,8.7,33.6,22.2,10.0,12.5,6.3,12634.0,6254.0,44186.0,23907.0,4.3,32.0,17.5,17.5,15.6,17.3,74.5,19.7,5.7,0.1,14.0,18.2,150100.0,1040.0,591.0,15040,96.4,0.4,0.4,0.3,0.0,5.3
0500000US37123,"Montgomery County, North Carolina",7.7,13.0,34.9,20.4,9.3,10.5,4.3,21798.0,10551.0,42346.0,22760.0,4.8,25.8,18.7,14.1,15.1,26.4,76.2,17.6,6.0,0.2,19.7,29.0,108300.0,988.0,575.0,27338,76.3,18.0,0.4,1.5,0.0,15.3
0500000US37125,"Moore County, North Carolina",3.3,6.3,22.0,21.2,10.3,22.1,14.8,77525.0,39935.0,57899.0,33432.0,5.3,40.1,20.6,19.5,8.8,11.0,74.1,15.7,9.9,0.2,12.6,19.7,210200.0,1378.0,855.0,95629,82.6,12.7,0.9,1.4,0.1,6.5
0500000US37127,"Nash County, North Carolina",4.8,9.8,33.6,20.8,10.1,13.9,6.9,75593.0,43343.0,48362.0,26980.0,6.3,32.0,16.7,22.7,10.1,18.6,79.6,15.1,5.2,0.1,15.5,22.3,126200.0,1190.0,769.0,94003,52.9,39.2,0.6,1.0,0.0,6.8
0500000US37129,"New Hanover County, North Carolina",2.2,4.9,21.6,22.3,9.8,26.4,12.9,186559.0,109010.0,52716.0,32629.0,6.2,39.8,19.3,23.8,8.3,8.8,80.5,12.1,7.1,0.2,17.3,21.9,233700.0,1510.0,978.0,224231,81.0,14.0,0.2,1.3,0.1,5.4
0500000US37131,"Northampton County, North Carolina",6.8,13.7,39.7,17.4,9.6,7.6,5.2,16884.0,7233.0,35499.0,20538.0,7.0,30.0,16.1,19.5,13.2,21.2,74.8,19.3,5.7,0.1,21.9,35.8,83100.0,1064.0,701.0,20186,40.0,56.5,0.6,0.2,0.0,2.1
0500000US37133,"Onslow County, North Carolina",2.4,6.3,29.2,30.1,10.6,14.9,6.5,150702.0,63221.0,49491.0,23783.0,9.6,30.5,22.4,24.9,11.2,11.0,67.8,26.1,5.7,0.3,13.8,19.0,153900.0,1257.0,998.0,193912,74.5,14.2,0.5,2.1,0.2,12.4
0500000US37135,"Orange County, North Carolina",3.6,3.7,14.8,13.7,6.6,24.8,32.7,118152.0,73172.0,68211.0,40650.0,4.4,54.8,16.0,18.0,5.8,5.4,68.9,24.4,6.5,0.2,13.4,9.2,292500.0,1797.0,1077.0,142938,74.5,11.6,0.5,7.8,0.0,8.4
0500000US37137,"Pamlico County, North Carolina",2.7,9.2,30.3,27.8,10.5,12.1,7.3,11032.0,4806.0,44947.0,27026.0,7.9,31.3,16.1,20.9,16.7,15.1,73.6,17.7,7.8,0.9,14.1,23.9,154500.0,1176.0,706.0,12742,76.1,18.2,0.2,0.6,0.0,3.7
0500000US37139,"Pasquotank County, North Carolina",4.8,8.7,31.6,24.6,9.8,12.5,8.0,31516.0,16289.0,48279.0,23699.0,6.8,30.8,20.5,23.0,12.4,13.3,70.3,23.7,5.9,0.1,16.1,22.7,158700.0,1364.0,864.0,39479,58.5,36.5,0.1,1.7,0.1,5.1
0500000US37141,"Pender County, North Carolina",4.3,8.2,29.0,21.8,10.3,16.7,9.7,47537.0,25316.0,52989.0,27724.0,7.4,32.9,18.8,21.0,14.0,13.3,76.9,14.5,8.5,0.1,15.1,19.6,179500.0,1387.0,895.0,59020,76.9,14.9,0.3,0.5,0.1,6.9
0500000US37143,"Perquimans County, North Carolina",5.3,8.2,30.8,25.5,9.9,14.1,6.3,11206.0,5305.0,45915.0,25809.0,6.7,31.9,19.8,18.9,12.7,16.6,70.1,20.9,9.0,0.0,15.5,22.4,169900.0,1230.0,833.0,13459,73.6,24.5,0.4,0.3,0.1,2.6
0500000US37145,"Person County, North Carolina",4.9,8.8,36.2,22.8,12.0,10.8,4.5,32048.0,18065.0,48811.0,25922.0,8.6,32.3,17.9,18.6,12.6,18.6,78.5,16.3,4.9,0.3,17.7,33.8,117100.0,1083.0,711.0,39305,68.2,26.7,0.5,0.4,0.0,4.2
0500000US37147,"Pitt County, North Carolina",3.3,7.3,23.6,22.0,12.0,20.5,11.3,143129.0,83183.0,44315.0,25722.0,9.2,37.4,20.8,21.4,7.6,12.8,77.2,17.9,4.9,0.1,23.9,27.8,141100.0,1285.0,778.0,177372,57.6,34.8,0.3,1.7,0.0,6.1
0500000US37149,"Polk County, North Carolina",3.7,5.3,26.0,23.1,10.1,19.0,12.7,17444.0,8617.0,48834.0,30344.0,5.2,36.3,18.8,20.1,11.6,13.3,76.0,12.0,11.9,0.1,9.5,13.3,212300.0,1259.0,828.0,20458,90.4,5.2,0.1,0.4,0.0,5.8
0500000US37151,"Randolph County, North Carolina",6.5,12.1,33.8,21.9,9.9,11.4,4.4,114098.0,65738.0,45006.0,24127.0,5.4,27.1,15.4,21.5,11.1,25.0,81.1,11.8,6.9,0.2,15.8,24.1,120800.0,1066.0,672.0,142958,84.4,6.3,0.5,1.2,0.1,11.2
0500000US37153,"Richmond County, North Carolina",7.3,12.4,34.9,21.9,9.5,9.3,4.7,35994.0,17389.0,36091.0,20745.0,9.6,26.7,18.8,20.3,11.6,22.6,77.8,16.1,6.0,0.2,24.1,37.3,80100.0,926.0,642.0,45189,62.4,31.8,2.3,1.0,0.1,6.4
0500000US37155,"Robeson County, North Carolina",8.3,14.6,34.0,20.8,9.1,9.1,4.1,103637.0,47923.0,33679.0,17881.0,8.1,26.1,18.6,18.4,14.5,22.4,78.4,16.4,4.9,0.3,28.1,40.3,74600.0,986.0,626.0,133442,28.6,24.0,39.4,0.6,0.0,8.7
0500000US37157,"Rockingham County, North Carolina",5.5,11.9,34.5,23.9,9.2,10.5,4.5,74778.0,39463.0,42490.0,23604.0,6.1,25.5,19.4,22.5,11.8,20.8,79.5,13.2,7.0,0.3,18.0,27.0,111400.0,1022.0,658.0,91270,75.7,18.5,0.5,0.6,0.1,6.0
0500000US37159,"Rowan County, North Carolina",5.4,9.4,32.8,23.1,10.6,13.6,5.1,112028.0,61491.0,48667.0,25117.0,7.7,28.7,17.8,19.8,12.5,21.2,81.9,12.0,6.0,0.2,16.5,26.8,130700.0,1087.0,758.0,139605,77.4,16.0,0.3,0.9,0.0,8.6
0500000US37161,"Rutherford County, North Carolina",5.2,12.2,31.9,22.0,11.4,11.6,5.7,54391.0,26422.0,40347.0,22493.0,8.4,27.5,17.6,20.1,10.8,24.0,81.2,12.6,5.8,0.4,18.0,23.5,114800.0,995.0,639.0,66532,86.3,9.7,0.5,0.4,0.0,4.2
0500000US37163,"Sampson County, North Carolina",9.9,12.4,33.3,21.6,10.0,9.1,3.6,49625.0,26584.0,39068.0,21950.0,8.5,26.3,15.8,17.9,16.5,23.3,78.8,14.2,6.7,0.3,24.1,36.5,88800.0,1061.0,651.0,63561,64.4,25.2,1.9,0.6,0.0,19.3
0500000US37165,"Scotland County, North Carolina",5.6,14.5,34.1,21.4,8.9,9.8,5.7,27985.0,12081.0,35617.0,18242.0,12.5,27.8,21.4,20.0,7.4,23.5,82.1,14.6,3.2,0.1,27.7,41.0,84500.0,1017.0,662.0,35262,44.4,39.0,11.5,0.8,0.0,2.9
0500000US37167,"Stanly County, North Carolina",4.3,10.6,34.7,23.0,11.6,11.2,4.6,49380.0,28295.0,49590.0,24671.0,6.2,28.9,19.9,18.5,13.3,19.3,77.8,15.4,6.6,0.1,14.3,21.5,134100.0,1119.0,712.0,61114,84.0,11.2,0.4,1.9,0.0,4.1
0500000US37169,"Stokes County, North Carolina",4.7,11.7,41.1,19.4,9.7,10.2,3.1,38032.0,20742.0,46169.0,25091.0,6.3,29.2,18.7,18.0,11.9,22.3,80.7,12.6,6.5,0.3,13.6,21.2,128600.0,1070.0,650.0,45905,93.0,4.3,0.4,0.4,0.0,2.9
0500000US37171,"Surry County, North Carolina",8.8,12.9,29.3,20.5,11.7,11.2,5.6,58419.0,30687.0,41068.0,23957.0,4.4,31.2,16.6,20.1,13.4,18.7,82.3,12.4,5.0,0.3,16.9,24.0,121000.0,1042.0,620.0,72099,91.4,3.8,0.4,0.6,0.1,10.3
0500000US37173,"Swain County, North Carolina",6.9,14.8,31.1,21.6,9.6,11.0,5.0,11431.0,5693.0,36773.0,20984.0,6.9,28.0,34.9,16.5,11.7,8.8,65.4,27.3,7.3,0.0,17.3,25.3,123200.0,1085.0,634.0,14254,64.7,0.4,29.6,0.3,0.0,5.1
0500000US37175,"Transylvania County, North Carolina",3.4,8.0,27.0,22.0,8.2,18.7,12.7,28680.0,13511.0,46629.0,27050.0,5.8,31.7,20.6,22.8,12.8,12.1,72.2,14.5,13.2,0.0,14.7,29.1,211300.0,1207.0,720.0,33513,91.2,4.5,0.3,0.3,0.0,3.3
0500000US37177,"Tyrrell County, North Carolina",4.3,20.2,39.3,17.5,9.0,6.7,3.0,3623.0,1560.0,35472.0,18682.0,5.3,19.1,29.9,27.8,8.1,15.1,64.7,27.2,8.0,0.0,25.2,44.7,109900.0,1060.0,729.0,4119,54.6,37.6,0.8,0.0,0.0,6.4
0500000US37179,"Union County, North Carolina",3.9,6.3,25.0,21.5,8.5,24.1,10.7,172164.0,109997.0,75397.0,34379.0,5.3,39.5,15.4,23.0,9.1,13.0,83.8,10.6,5.4,0.2,8.9,12.1,229200.0,1533.0,984.0,226694,81.5,11.4,0.3,2.7,0.0,11.0
0500000US37181,"Vance County, North Carolina",5.8,14.2,37.0,20.1,9.9,8.7,4.2,35120.0,18594.0,37282.0,23211.0,9.3,23.1,20.0,21.0,10.5,25.4,75.6,18.7,5.6,0.1,23.9,35.8,97700.0,1083.0,687.0,44482,43.6,50.1,1.7,0.6,0.1,7.6
0500000US37183,"Wake County, North Carolina",3.3,4.0,15.4,17.3,8.2,32.6,19.3,818738.0,551929.0,76956.0,39102.0,4.3,50.7,13.7,22.0,5.8,7.8,80.9,14.2,4.7,0.1,9.8,12.8,265800.0,1612.0,1102.0,1046558,65.8,20.3,0.4,6.7,0.0,10.1
0500000US37185,"Warren County, North Carolina",6.2,13.3,34.1,23.6,7.3,10.3,5.3,16800.0,7288.0,35962.0,22461.0,9.0,29.1,20.9,19.8,10.5,19.8,69.2,24.9,5.8,0.1,19.2,25.1,95000.0,1085.0,602.0,20033,40.1,50.7,5.8,0.4,0.0,3.8
0500000US37187,"Washington County, North Carolina",9.4,10.7,35.8,24.0,8.9,7.9,3.4,10045.0,4454.0,35512.0,21043.0,7.5,17.1,22.2,21.6,13.3,25.8,76.4,16.3,7.3,0.0,23.5,48.7,85000.0,1106.0,646.0,12156,46.6,47.3,0.3,0.2,0.0,5.3
0500000US37189,"Watauga County, North Carolina",3.9,6.6,20.3,19.2,8.5,24.0,17.6,48016.0,24966.0,45268.0,24906.0,7.4,38.1,22.2,24.2,8.1,7.4,69.9,21.0,8.9,0.2,27.2,19.6,239400.0,1371.0,807.0,54117,93.9,1.7,0.7,1.0,0.1,3.5
0500000US37191,"Wayne County, North Carolina",6.8,9.1,30.5,22.9,11.2,13.9,5.7,97777.0,52418.0,42192.0,24124.0,7.8,28.6,18.8,20.8,12.7,19.1,74.8,19.4,5.7,0.1,21.4,35.4,121900.0,1138.0,750.0,124002,62.5,30.5,0.3,1.3,0.0,11.5
0500000US37193,"Wilkes County, North Carolina",8.0,13.4,31.5,21.4,10.1,10.7,4.9,55861.0,29252.0,40829.0,23745.0,5.8,27.8,16.8,21.1,13.1,21.1,77.9,13.6,8.2,0.3,19.9,31.5,124000.0,1019.0,625.0,68460,91.3,4.1,0.3,0.6,0.2,6.3
0500000US37195,"Wilson County, North Carolina",7.5,12.2,31.9,19.6,9.2,13.9,5.7,64342.0,35051.0,42850.0,24273.0,8.0,31.3,18.0,19.5,10.8,20.4,82.2,12.9,4.6,0.2,21.5,35.3,121300.0,1165.0,751.0,81336,51.1,39.5,0.6,0.8,0.0,10.2
0500000US37197,"Yadkin County, North Carolina",6.6,12.3,34.7,23.8,11.3,8.0,3.4,30668.0,15731.0,42876.0,23566.0,5.3,27.2,16.8,19.1,12.6,24.3,82.5,9.9,7.4,0.2,15.3,25.2,125800.0,1019.0,625.0,37665,91.6,3.8,0.4,0.1,0.1,10.9
0500000US37199,"Yancey County, North Carolina",5.5,10.3,32.6,21.8,9.8,12.2,7.7,14800.0,7159.0,39888.0,23264.0,7.8,32.9,18.3,17.1,14.2,17.5,74.4,16.9,8.6,0.1,19.2,25.0,149800.0,973.0,620.0,17667,96.1,0.7,0.5,0.2,0.0,5.1
0500000US38001,"Adams County, North Dakota",1.3,3.2,33.6,23.1,10.2,18.3,10.3,1941.0,1219.0,54875.0,33652.0,1.3,41.8,13.9,16.3,17.3,10.6,71.5,10.7,16.7,1.2,8.3,4.2,148800.0,1161.0,544.0,2351,93.1,2.1,1.2,3.3,0.0,1.7
0500000US38003,"Barnes County, North Dakota",3.1,5.5,28.2,23.5,12.5,18.7,8.6,9010.0,5830.0,57064.0,33868.0,2.6,34.0,19.2,16.1,14.6,16.0,70.5,17.7,11.5,0.3,10.5,10.3,118800.0,1072.0,677.0,10836,94.5,2.4,1.3,0.5,0.2,2.0
0500000US38005,"Benson County, North Dakota",4.5,11.0,29.8,22.9,16.1,11.9,3.7,4713.0,2372.0,44313.0,21407.0,5.8,37.2,19.7,18.9,13.8,10.4,59.4,26.3,14.3,0.0,34.8,52.7,73600.0,1016.0,433.0,6886,41.1,0.0,56.1,0.1,0.0,0.9
0500000US38007,"Billings County, North Dakota",4.1,7.2,32.0,15.3,15.2,18.8,7.4,739.0,500.0,92604.0,45523.0,3.7,36.8,14.2,18.4,14.2,16.4,67.4,18.2,13.6,0.8,8.6,11.0,181600.0,1217.0,950.0,946,92.3,1.2,0.5,0.0,0.0,6.0
0500000US38009,"Bottineau County, North Dakota",3.9,5.0,29.2,25.4,12.9,18.9,4.8,5395.0,3288.0,59882.0,35039.0,3.8,38.7,18.0,18.6,13.0,11.7,62.1,21.3,15.8,0.8,10.1,15.9,149400.0,1283.0,674.0,6589,93.2,0.9,3.5,0.2,0.0,2.2
0500000US38011,"Bowman County, North Dakota",2.8,7.0,30.7,22.6,12.7,18.3,5.9,2494.0,1725.0,65063.0,36221.0,2.5,36.6,19.9,14.6,14.8,14.1,74.7,10.8,14.4,0.1,7.8,6.1,149300.0,1108.0,555.0,3195,96.4,0.0,1.2,0.0,0.0,5.4
0500000US38013,"Burke County, North Dakota",3.3,3.6,29.5,28.4,12.9,16.8,5.5,1563.0,1052.0,74931.0,35806.0,1.8,37.5,16.4,14.4,19.7,12.0,63.6,23.7,12.3,0.5,6.6,8.8,114500.0,1170.0,733.0,2213,94.8,0.6,0.9,0.0,0.0,3.1
0500000US38015,"Burleigh County, North Dakota",2.6,3.4,23.3,20.7,14.8,25.5,9.5,74299.0,51500.0,69719.0,37764.0,1.9,40.6,16.9,21.7,10.8,10.1,77.6,17.4,4.9,0.1,8.3,8.3,250600.0,1567.0,851.0,93737,91.3,2.1,3.8,0.7,0.1,2.3
0500000US38017,"Cass County, North Dakota",2.5,3.0,19.7,20.8,14.6,28.0,11.4,139024.0,101585.0,62031.0,36655.0,2.9,40.2,16.9,21.7,8.4,12.7,83.9,11.8,4.1,0.1,10.7,10.6,211500.0,1496.0,804.0,174202,87.5,5.1,0.9,3.1,0.0,2.6
0500000US38019,"Cavalier County, North Dakota",5.4,3.1,29.9,26.2,14.3,17.5,3.7,3085.0,1921.0,67591.0,43125.0,1.3,40.8,9.9,20.6,15.6,13.0,64.8,13.2,21.7,0.4,10.0,16.3,98600.0,1064.0,547.0,3824,95.1,0.1,1.3,0.0,0.0,1.2
0500000US38021,"Dickey County, North Dakota",5.4,4.5,28.2,20.5,14.7,19.6,7.1,3976.0,2606.0,60918.0,32943.0,2.7,32.2,19.8,20.1,13.9,14.0,75.2,10.2,13.9,0.8,5.3,2.6,105300.0,1058.0,630.0,4970,96.7,1.1,1.4,0.4,0.0,3.4
0500000US38023,"Divide County, North Dakota",2.7,3.2,36.7,28.3,10.7,17.0,1.4,2031.0,1175.0,60074.0,45190.0,0.7,31.6,12.0,23.6,22.2,10.6,66.0,8.1,22.7,3.1,13.7,14.0,159300.0,1278.0,830.0,2369,92.5,1.1,1.4,2.5,0.0,2.4
0500000US38025,"Dunn County, North Dakota",4.4,5.5,35.0,22.1,12.1,16.6,4.4,3466.0,2100.0,70500.0,44492.0,3.4,35.4,11.5,16.1,17.1,19.8,72.0,13.0,14.5,0.5,8.9,6.8,189100.0,1312.0,947.0,4387,84.4,1.6,9.9,0.9,0.2,2.7
0500000US38027,"Eddy County, North Dakota",4.0,6.0,31.0,20.0,14.7,17.2,7.1,1873.0,1196.0,51563.0,34565.0,1.2,40.6,18.1,18.3,12.1,10.8,59.9,19.5,20.6,0.0,13.7,21.1,83500.0,977.0,603.0,2313,88.1,0.0,7.6,0.0,0.0,0.0
0500000US38029,"Emmons County, North Dakota",8.0,4.9,36.0,23.3,11.2,14.6,1.9,2763.0,1508.0,51029.0,29417.0,1.4,40.9,14.3,20.7,15.0,9.2,60.7,14.9,24.3,0.0,10.2,3.1,101700.0,1111.0,484.0,3352,96.1,0.0,0.1,1.0,0.0,0.8
0500000US38031,"Foster County, North Dakota",1.5,6.2,28.3,22.8,17.0,17.6,6.5,2624.0,1793.0,60613.0,33737.0,1.2,40.3,11.5,21.3,14.2,12.7,65.0,16.6,17.5,0.9,7.2,7.8,127800.0,1117.0,591.0,3290,96.8,0.2,1.3,0.0,0.0,1.6
0500000US38033,"Golden Valley County, North Dakota",3.5,4.2,24.8,25.5,13.9,22.2,5.9,1526.0,1019.0,56087.0,32590.0,1.6,36.1,24.1,13.2,15.8,10.7,68.1,17.6,13.2,1.2,6.5,3.4,120000.0,938.0,661.0,1882,97.0,0.0,1.4,0.0,0.0,3.2
0500000US38035,"Grand Forks County, North Dakota",2.1,3.1,23.2,24.2,12.9,22.8,11.7,57244.0,38410.0,51951.0,31052.0,3.8,36.0,20.8,22.7,9.2,11.3,73.7,21.9,4.2,0.2,17.2,16.5,193300.0,1387.0,822.0,70400,86.6,4.0,2.5,2.7,0.2,4.1
0500000US38037,"Grant County, North Dakota",5.2,3.6,37.3,23.0,13.4,12.9,4.5,1959.0,1132.0,50962.0,36287.0,2.4,50.5,14.1,11.8,12.5,11.0,49.5,16.2,33.2,1.1,11.8,10.5,77700.0,904.0,525.0,2380,98.0,0.0,0.8,0.3,0.0,0.5
0500000US38039,"Griggs County, North Dakota",6.1,3.6,30.6,21.5,12.3,22.4,3.5,1870.0,1182.0,52794.0,35069.0,1.3,37.1,15.1,20.1,14.8,12.9,71.8,13.0,15.1,0.0,8.1,10.3,98200.0,1089.0,432.0,2266,95.3,1.4,1.5,0.0,0.0,0.3
0500000US38041,"Hettinger County, North Dakota",6.4,6.9,35.3,26.5,10.4,11.3,3.1,2069.0,1149.0,56761.0,32474.0,1.8,35.3,14.2,23.2,16.5,10.7,62.5,15.8,21.3,0.3,9.5,14.7,111000.0,1072.0,666.0,2576,92.2,0.3,3.2,0.0,0.2,3.2
0500000US38043,"Kidder County, North Dakota",4.9,5.1,34.9,23.0,14.2,14.4,3.5,2022.0,1268.0,57734.0,32364.0,1.1,36.5,18.2,20.3,16.6,8.4,64.0,18.6,16.3,1.1,10.0,10.4,104900.0,1038.0,480.0,2460,97.2,0.4,0.2,0.2,0.0,4.4
0500000US38045,"LaMoure County, North Dakota",9.5,6.4,27.7,23.2,9.1,17.8,6.2,3319.0,2053.0,59426.0,36584.0,0.5,40.9,11.5,16.8,17.6,13.2,65.4,13.5,19.7,1.4,11.6,19.0,103200.0,1073.0,529.0,4100,97.0,0.5,0.2,0.0,0.0,1.4
0500000US38047,"Logan County, North Dakota",9.6,3.8,36.1,22.8,11.3,14.1,2.3,1607.0,993.0,58144.0,33396.0,0.9,41.1,18.9,12.7,16.8,10.5,56.6,12.3,29.9,1.2,7.5,3.2,84300.0,892.0,628.0,1927,98.7,0.1,0.3,0.1,0.0,1.2
0500000US38049,"McHenry County, North Dakota",4.0,6.1,34.1,21.6,14.3,16.5,3.3,4678.0,2923.0,62637.0,37626.0,1.6,34.7,13.2,19.0,18.8,14.4,70.4,14.9,14.6,0.1,8.6,9.1,123200.0,1185.0,568.0,5927,97.0,0.4,1.0,0.3,0.0,2.3
0500000US38051,"McIntosh County, North Dakota",13.4,6.5,29.7,19.9,13.7,11.3,5.5,2231.0,1391.0,50739.0,32389.0,0.3,37.4,18.1,15.6,16.8,12.1,62.2,17.5,18.8,1.6,8.1,8.1,76600.0,923.0,528.0,2654,96.3,0.9,0.8,1.0,0.0,1.5
0500000US38053,"McKenzie County, North Dakota",2.2,6.0,28.8,23.8,13.0,19.1,7.1,9058.0,6393.0,80732.0,36798.0,3.7,33.3,13.4,18.4,17.5,17.4,77.7,15.1,7.0,0.2,13.5,20.4,211900.0,1275.0,1079.0,12536,83.0,0.6,11.9,0.7,0.0,7.7
0500000US38055,"McLean County, North Dakota",3.4,4.9,34.1,21.5,15.7,16.5,4.0,7747.0,4545.0,65648.0,35367.0,1.4,36.2,14.7,16.1,18.6,14.5,69.7,17.0,12.8,0.5,8.2,9.8,163000.0,1150.0,683.0,9608,90.4,0.7,7.2,0.1,0.0,2.4
0500000US38057,"Mercer County, North Dakota",4.5,2.9,27.1,25.4,18.5,15.2,6.4,6849.0,4397.0,79890.0,38298.0,0.9,28.2,17.2,17.6,21.9,15.1,80.4,11.9,7.4,0.3,7.1,7.5,175200.0,1263.0,744.0,8570,94.4,0.9,2.9,0.5,0.0,2.9
0500000US38059,"Morton County, North Dakota",3.9,4.5,30.6,22.8,11.8,19.5,6.8,24424.0,17282.0,67584.0,39300.0,3.1,34.8,16.2,19.7,13.2,16.1,76.2,13.8,9.7,0.3,8.1,8.4,199800.0,1399.0,864.0,30544,92.0,0.5,4.0,0.5,0.0,3.1
0500000US38061,"Mountrail County, North Dakota",3.0,6.0,31.8,22.8,15.9,15.9,4.7,7729.0,4726.0,70678.0,37602.0,4.1,32.9,20.5,19.6,15.3,11.7,63.6,22.8,13.5,0.0,10.1,12.9,167900.0,1330.0,746.0,10152,65.7,1.2,27.7,0.5,0.0,7.5
0500000US38063,"Nelson County, North Dakota",2.6,5.7,30.9,23.7,14.4,18.2,4.5,2445.0,1486.0,48798.0,33360.0,0.3,35.1,18.8,17.8,16.0,12.3,67.6,16.7,15.4,0.3,10.5,15.4,85200.0,980.0,508.0,2920,97.4,0.1,0.2,0.0,0.0,2.6
0500000US38065,"Oliver County, North Dakota",5.7,4.6,31.7,22.5,16.9,15.0,3.7,1434.0,813.0,68333.0,33849.0,4.4,35.2,14.5,16.1,25.1,9.1,61.9,21.6,15.5,1.0,9.0,11.7,177600.0,1399.0,547.0,1837,91.9,1.0,2.2,0.3,0.0,1.7
0500000US38067,"Pembina County, North Dakota",4.7,6.8,32.8,22.6,12.8,16.4,4.0,5709.0,3450.0,64962.0,36251.0,2.8,32.2,15.9,20.5,15.1,16.2,69.0,16.6,13.2,1.1,7.0,5.3,89700.0,967.0,575.0,7016,93.8,0.3,2.8,0.4,0.0,3.5
0500000US38069,"Pierce County, North Dakota",3.1,5.0,35.4,26.6,10.8,14.3,4.9,3409.0,2050.0,48802.0,28008.0,1.0,44.8,12.6,22.4,12.6,7.6,67.1,10.2,21.5,1.2,17.1,26.6,114800.0,1144.0,668.0,4210,94.7,0.8,3.1,0.8,0.0,0.9
0500000US38071,"Ramsey County, North Dakota",2.2,6.0,28.9,17.9,18.9,19.7,6.5,9247.0,6025.0,57313.0,35059.0,0.8,36.1,24.7,19.4,10.7,9.1,70.4,18.8,10.5,0.3,11.6,12.9,152100.0,1190.0,563.0,11557,85.0,0.5,10.5,0.4,0.0,2.6
0500000US38073,"Ransom County, North Dakota",3.4,3.9,39.1,22.5,11.4,15.9,3.8,4374.0,2782.0,61810.0,34691.0,1.3,30.1,19.6,13.3,10.0,27.0,74.4,13.2,12.1,0.4,5.8,3.7,123200.0,1099.0,619.0,5361,96.1,0.7,0.2,0.8,0.0,1.8
0500000US38075,"Renville County, North Dakota",1.9,4.1,33.8,27.8,14.6,15.5,2.3,1952.0,1214.0,68182.0,33635.0,1.9,32.5,14.4,19.9,18.0,15.2,70.4,12.9,16.4,0.3,4.7,3.8,140400.0,1185.0,714.0,2495,96.2,0.2,0.5,0.8,0.0,6.3
0500000US38077,"Richland County, North Dakota",4.0,5.4,27.5,21.4,20.1,16.4,5.2,13226.0,8628.0,61990.0,30820.0,3.0,34.1,14.5,17.0,12.0,22.3,79.2,11.5,9.0,0.3,9.4,9.0,124300.0,1132.0,622.0,16288,93.2,0.7,1.9,0.3,0.0,3.0
0500000US38079,"Rolette County, North Dakota",4.2,9.6,25.2,24.7,16.4,14.9,5.1,10130.0,5214.0,39884.0,19295.0,7.9,37.4,22.1,17.3,13.7,9.4,40.8,50.7,8.1,0.5,29.3,40.8,81400.0,977.0,407.0,14603,18.6,0.6,78.0,0.2,0.0,0.6
0500000US38081,"Sargent County, North Dakota",4.5,3.8,36.7,23.3,14.2,15.3,2.2,3201.0,2151.0,67200.0,37039.0,1.3,30.6,10.1,13.1,11.6,34.6,77.1,10.7,11.8,0.4,3.8,3.3,105400.0,1101.0,699.0,3883,95.3,2.4,0.8,0.2,0.0,3.0
0500000US38083,"Sheridan County, North Dakota",5.8,8.6,37.4,24.4,12.9,8.9,2.1,1207.0,597.0,49261.0,32559.0,2.6,38.5,11.9,18.1,20.4,11.1,66.5,14.1,19.1,0.3,14.0,19.3,83400.0,942.0,445.0,1405,98.1,0.0,0.8,0.0,0.0,0.0
0500000US38085,"Sioux County, North Dakota",3.7,12.3,32.2,24.6,10.9,12.2,4.0,2967.0,1340.0,40862.0,16706.0,16.0,39.9,31.0,16.9,6.2,6.0,31.6,57.6,10.4,0.3,36.5,48.6,83000.0,1082.0,455.0,4413,13.1,0.1,83.7,0.0,0.0,4.2
0500000US38087,"Slope County, North Dakota",2.7,8.1,28.0,20.0,14.8,23.2,3.3,572.0,336.0,63942.0,37340.0,1.2,59.2,6.8,13.4,16.4,4.2,50.0,11.0,35.4,3.6,5.5,2.6,89500.0,1135.0,623.0,704,93.6,5.5,0.0,0.0,0.0,0.0
